ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
14462,Friendly,2012-02-29,Tunisia,Peru,1,1,1
14463,Friendly,2012-02-29,Wales,Costa Rica,0,1,1
14464,Friendly,2012-03-21,Jamaica,Costa Rica,0,0,1
14465,Friendly,2012-04-11,Costa Rica,Honduras,1,1,1
14466,Friendly,2012-04-18,Iran,Mauritania,2,0,1
14467,Friendly,2012-05-02,Iran,Mozambique,3,0,1
14468,Friendly,2012-05-20,Egypt,Cameroon,2,1,0
14469,Friendly,2012-05-22,Albania,Qatar,2,1,0
14470,Friendly,2012-05-22,Latvia,Poland,0,1,0
14471,Friendly,2012-05-23,Japan,Azerbaijan,2,0,1
14472,Friendly,2012-05-25,Belgium,Montenegro,2,2,1
14473,Friendly,2012-05-25,Costa Rica,Guatemala,3,2,1
14474,Friendly,2012-05-25,Croatia,Estonia,3,1,1
14475,Friendly,2012-05-25,Morocco,Senegal,0,1,1
14476,Friendly,2012-05-25,Russia,Uruguay,1,1,1
14477,Friendly,2012-05-26,Denmark,Brazil,1,3,0
14478,Friendly,2012-05-26,Guinea,Cameroon,1,2,0
14479,Friendly,2012-05-26,Netherlands,Bulgaria,1,2,1
14480,Friendly,2012-05-26,Norway,England,0,1,1
14481,Friendly,2012-05-26,Poland,Slovakia,1,0,0
14482,Friendly,2012-05-26,Portugal,North Macedonia,0,0,1
14483,Friendly,2012-05-26,Spain,Serbia,2,0,0
14484,Friendly,2012-05-26,Switzerland,Germany,5,3,1
14485,Friendly,2012-05-26,United States,Scotland,5,1,1
14486,Friendly,2012-05-27,Albania,Iran,1,0,0
14487,Friendly,2012-05-27,France,Iceland,3,2,1
14488,Friendly,2012-05-27,Mexico,Wales,2,0,0
14489,Friendly,2012-05-27,Tunisia,Rwanda,5,1,1
14490,Friendly,2012-05-28,Qatar,Palestine,0,0,1
14491,Friendly,2012-05-30,Netherlands,Slovakia,2,0,1
14492,Friendly,2012-05-30,Spain,South Korea,4,1,0
14493,Friendly,2012-05-30,Switzerland,Romania,0,1,1
14494,Friendly,2012-05-30,United States,Brazil,1,4,1
14495,Friendly,2012-05-31,France,Serbia,2,0,1
14496,Friendly,2012-05-31,Germany,Israel,2,0,1
14497,Friendly,2012-05-31,Mexico,Bosnia and Herzegovina,2,1,0
14498,FIFA World Cup qualification,2012-06-01,Ghana,Lesotho,7,0,1
14499,Friendly,2012-06-01,Guatemala,Costa Rica,1,0,1
14500,FIFA World Cup qualification,2012-06-02,Argentina,Ecuador,4,0,1
14501,FIFA World Cup qualification,2012-06-02,Cameroon,DR Congo,1,0,1
14502,Friendly,2012-06-02,Denmark,Australia,2,0,1
14503,Friendly,2012-06-02,England,Belgium,1,0,1
14504,FIFA World Cup qualification,2012-06-02,Gambia,Morocco,1,1,1
14505,Friendly,2012-06-02,Netherlands,Northern Ireland,6,0,1
14506,Friendly,2012-06-02,Norway,Croatia,1,1,1
14507,Friendly,2012-06-02,Poland,Andorra,4,0,1
14508,Friendly,2012-06-02,Portugal,Turkey,1,3,1
14509,FIFA World Cup qualification,2012-06-02,Senegal,Liberia,3,1,1
14510,FIFA World Cup qualification,2012-06-02,Tunisia,Equatorial Guinea,3,1,1
14511,FIFA World Cup qualification,2012-06-02,Uruguay,Venezuela,1,1,1
14512,Friendly,2012-06-03,Canada,United States,0,0,1
14513,FIFA World Cup qualification,2012-06-03,Japan,Oman,3,0,1
14514,FIFA World Cup qualification,2012-06-03,Lebanon,Qatar,0,1,1
14515,Friendly,2012-06-03,Mexico,Brazil,2,0,0
14516,Friendly,2012-06-03,Spain,China PR,1,0,1
14517,FIFA World Cup qualification,2012-06-03,Uzbekistan,Iran,0,1,1
14518,Friendly,2012-06-05,France,Estonia,4,0,1
14519,Friendly,2012-06-05,Sweden,Serbia,2,1,1
14520,FIFA World Cup qualification,2012-06-08,Costa Rica,El Salvador,2,2,1
14521,FIFA World Cup qualification,2012-06-08,Cuba,Canada,0,1,1
14522,FIFA World Cup qualification,2012-06-08,Japan,Jordan,6,0,1
14523,FIFA World Cup qualification,2012-06-08,Mexico,Guyana,3,1,1
14524,FIFA World Cup qualification,2012-06-08,Oman,Australia,0,0,1
14525,UEFA Euro,2012-06-08,Poland,Greece,1,1,1
14526,FIFA World Cup qualification,2012-06-08,Qatar,South Korea,1,4,1
14527,FIFA World Cup qualification,2012-06-08,United States,Antigua and Barbuda,3,1,1
14528,Friendly,2012-06-09,Brazil,Argentina,3,4,0
14529,FIFA World Cup qualification,2012-06-09,Cape Verde,Tunisia,1,2,1
14530,UEFA Euro,2012-06-09,Germany,Portugal,1,0,0
14531,FIFA World Cup qualification,2012-06-09,Morocco,Ivory Coast,2,2,1
14532,UEFA Euro,2012-06-09,Netherlands,Denmark,0,1,0
14533,FIFA World Cup qualification,2012-06-09,Uganda,Senegal,1,1,1
14534,FIFA World Cup qualification,2012-06-09,Zambia,Ghana,1,0,1
14535,FIFA World Cup qualification,2012-06-10,Ecuador,Colombia,1,0,1
14536,UEFA Euro,2012-06-10,Republic of Ireland,Croatia,1,3,0
14537,FIFA World Cup qualification,2012-06-10,Libya,Cameroon,2,1,0
14538,UEFA Euro,2012-06-10,Spain,Italy,1,1,0
14539,FIFA World Cup qualification,2012-06-10,Uruguay,Peru,4,2,1
14540,UEFA Euro,2012-06-11,France,England,1,1,0
14541,FIFA World Cup qualification,2012-06-12,Australia,Japan,1,1,1
14542,FIFA World Cup qualification,2012-06-12,Canada,Honduras,0,0,1
14543,FIFA World Cup qualification,2012-06-12,El Salvador,Mexico,1,2,1
14544,FIFA World Cup qualification,2012-06-12,Guatemala,United States,1,1,1
14545,FIFA World Cup qualification,2012-06-12,Guyana,Costa Rica,0,4,1
14546,FIFA World Cup qualification,2012-06-12,Iran,Qatar,0,0,1
14547,FIFA World Cup qualification,2012-06-12,South Korea,Lebanon,3,0,1
14548,UEFA Euro,2012-06-12,Poland,Russia,1,1,1
14549,UEFA Euro,2012-06-13,Denmark,Portugal,2,3,0
14550,UEFA Euro,2012-06-13,Netherlands,Germany,1,2,0
14551,UEFA Euro,2012-06-14,Italy,Croatia,1,1,0
14552,UEFA Euro,2012-06-14,Spain,Republic of Ireland,4,0,0
14553,UEFA Euro,2012-06-15,Sweden,England,2,3,0
14554,UEFA Euro,2012-06-15,Ukraine,France,0,2,1
14555,African Cup of Nations qualification,2012-06-16,Cameroon,Guinea-Bissau,1,0,1
14556,UEFA Euro,2012-06-16,Poland,Czech Republic,0,1,1
14557,UEFA Euro,2012-06-17,Denmark,Germany,1,2,0
14558,UEFA Euro,2012-06-17,Portugal,Netherlands,2,1,0
14559,UEFA Euro,2012-06-18,Croatia,Spain,0,1,0
14560,Friendly,2012-06-18,Saudi Arabia,Morocco,4,0,1
14561,UEFA Euro,2012-06-19,Sweden,France,2,0,0
14562,UEFA Euro,2012-06-19,Ukraine,England,0,1,1
14563,UEFA Euro,2012-06-21,Czech Republic,Portugal,0,1,0
14564,UEFA Euro,2012-06-22,Germany,Greece,4,2,0
14565,Arab Cup,2012-06-22,Saudi Arabia,Kuwait,4,0,1
14566,UEFA Euro,2012-06-23,Spain,France,2,0,0
14567,UEFA Euro,2012-06-24,England,Italy,0,0,0
14568,UEFA Euro,2012-06-27,Portugal,Spain,0,0,0
14569,UEFA Euro,2012-06-28,Germany,Italy,1,2,0
14570,Arab Cup,2012-06-28,Saudi Arabia,Palestine,2,2,1
14571,UEFA Euro,2012-07-01,Spain,Italy,4,0,0
14572,Arab Cup,2012-07-03,Saudi Arabia,Libya,0,2,1
14573,Arab Cup,2012-07-05,Saudi Arabia,Iraq,0,1,1
14574,Friendly,2012-08-15,Belgium,Netherlands,4,2,1
14575,Friendly,2012-08-15,Canada,Trinidad and Tobago,2,0,0
14576,Friendly,2012-08-15,China PR,Ghana,1,1,1
14577,Friendly,2012-08-15,Costa Rica,Peru,0,1,1
14578,Friendly,2012-08-15,Croatia,Switzerland,2,4,1
14579,Friendly,2012-08-15,Denmark,Slovakia,1,3,1
14580,Friendly,2012-08-15,Ecuador,Chile,3,0,0
14581,Friendly,2012-08-15,England,Italy,2,1,0
14582,Friendly,2012-08-15,Estonia,Poland,1,0,1
14583,Friendly,2012-08-15,France,Uruguay,0,0,1
14584,Friendly,2012-08-15,Germany,Argentina,1,3,1
14585,Friendly,2012-08-15,Iran,Tunisia,2,2,0
14586,Friendly,2012-08-15,Japan,Venezuela,1,1,1
14587,Friendly,2012-08-15,South Korea,Zambia,2,1,1
14588,Friendly,2012-08-15,Mexico,United States,0,1,1
14589,Friendly,2012-08-15,Morocco,Guinea,1,2,1
14590,Friendly,2012-08-15,Portugal,Panama,2,0,1
14591,Friendly,2012-08-15,Puerto Rico,Spain,1,2,1
14592,Friendly,2012-08-15,Scotland,Australia,3,1,1
14593,Friendly,2012-08-15,Serbia,Republic of Ireland,0,0,1
14594,Friendly,2012-08-15,Sweden,Brazil,0,3,1
14595,Friendly,2012-08-15,Wales,Bosnia and Herzegovina,0,2,1
14596,Nehru Cup,2012-08-24,Syria,Cameroon,2,2,0
14597,Nehru Cup,2012-08-26,Nepal,Cameroon,0,5,0
14598,Nehru Cup,2012-08-29,Cameroon,Maldives,3,1,0
14599,Nehru Cup,2012-08-31,India,Cameroon,0,1,1
14600,Nehru Cup,2012-09-02,India,Cameroon,2,2,1
14601,Friendly,2012-09-05,Jordan,Iran,0,0,1
14602,Friendly,2012-09-06,Japan,United Arab Emirates,1,0,1
14603,Friendly,2012-09-06,Lebanon,Australia,0,3,1
14604,Friendly,2012-09-06,Qatar,Tajikistan,1,2,0
14605,FIFA World Cup qualification,2012-09-07,Argentina,Paraguay,3,1,1
14606,Friendly,2012-09-07,Brazil,South Africa,1,0,1
14607,FIFA World Cup qualification,2012-09-07,Canada,Panama,1,0,1
14608,FIFA World Cup qualification,2012-09-07,Colombia,Uruguay,4,0,1
14609,FIFA World Cup qualification,2012-09-07,Costa Rica,Mexico,0,2,1
14610,FIFA World Cup qualification,2012-09-07,Croatia,North Macedonia,1,0,1
14611,FIFA World Cup qualification,2012-09-07,Ecuador,Bolivia,1,0,1
14612,FIFA World Cup qualification,2012-09-07,Finland,France,0,1,1
14613,FIFA World Cup qualification,2012-09-07,Germany,Faroe Islands,3,0,1
14614,FIFA World Cup qualification,2012-09-07,Jamaica,United States,2,1,1
14615,FIFA World Cup qualification,2012-09-07,Luxembourg,Portugal,1,2,1
14616,FIFA World Cup qualification,2012-09-07,Moldova,England,0,5,1
14617,FIFA World Cup qualification,2012-09-07,Montenegro,Poland,2,2,1
14618,FIFA World Cup qualification,2012-09-07,Netherlands,Turkey,2,0,1
14619,FIFA World Cup qualification,2012-09-07,Slovenia,Switzerland,0,2,1
14620,Friendly,2012-09-07,Spain,Saudi Arabia,5,0,1
14621,FIFA World Cup qualification,2012-09-07,Wales,Belgium,0,2,1
14622,African Cup of Nations qualification,2012-09-08,Cape Verde,Cameroon,2,0,1
14623,FIFA World Cup qualification,2012-09-08,Denmark,Czech Republic,0,0,1
14624,African Cup of Nations qualification,2012-09-08,Ghana,Malawi,2,0,1
14625,African Cup of Nations qualification,2012-09-08,Ivory Coast,Senegal,4,2,1
14626,FIFA World Cup qualification,2012-09-08,Scotland,Serbia,0,0,1
14627,African Cup of Nations qualification,2012-09-08,Sierra Leone,Tunisia,2,2,1
14628,African Cup of Nations qualification,2012-09-09,Mozambique,Morocco,2,0,1
14629,Friendly,2012-09-10,Brazil,China PR,8,0,1
14630,FIFA World Cup qualification,2012-09-11,Austria,Germany,1,2,1
14631,FIFA World Cup qualification,2012-09-11,Belgium,Croatia,1,1,1
14632,FIFA World Cup qualification,2012-09-11,England,Ukraine,1,1,1
14633,FIFA World Cup qualification,2012-09-11,France,Belarus,3,1,1
14634,Friendly,2012-09-11,Gabon,Saudi Arabia,1,0,0
14635,FIFA World Cup qualification,2012-09-11,Georgia,Spain,0,1,1
14636,FIFA World Cup qualification,2012-09-11,Hungary,Netherlands,1,4,1
14637,FIFA World Cup qualification,2012-09-11,Japan,Iraq,1,0,1
14638,FIFA World Cup qualification,2012-09-11,Jordan,Australia,2,1,1
14639,FIFA World Cup qualification,2012-09-11,Lebanon,Iran,1,0,1
14640,Friendly,2012-09-11,Liberia,Ghana,2,0,1
14641,FIFA World Cup qualification,2012-09-11,Mexico,Costa Rica,1,0,1
14642,FIFA World Cup qualification,2012-09-11,Panama,Canada,2,0,1
14643,FIFA World Cup qualification,2012-09-11,Peru,Argentina,1,1,1
14644,FIFA World Cup qualification,2012-09-11,Poland,Moldova,2,0,1
14645,FIFA World Cup qualification,2012-09-11,Portugal,Azerbaijan,3,0,1
14646,FIFA World Cup qualification,2012-09-11,Serbia,Wales,6,1,1
14647,FIFA World Cup qualification,2012-09-11,Switzerland,Albania,2,0,1
14648,FIFA World Cup qualification,2012-09-11,Uruguay,Ecuador,1,1,1
14649,FIFA World Cup qualification,2012-09-11,United States,Jamaica,1,0,1
14650,FIFA World Cup qualification,2012-09-11,Uzbekistan,South Korea,2,2,1
14651,African Cup of Nations qualification,2012-09-13,Senegal,Ivory Coast,0,2,1
14652,Superclasico de las Americas,2012-09-19,Brazil,Argentina,2,1,1
14653,Friendly,2012-10-11,Brazil,Iraq,6,0,0
14654,FIFA World Cup qualification,2012-10-12,Antigua and Barbuda,United States,1,2,1
14655,FIFA World Cup qualification,2012-10-12,Argentina,Uruguay,3,0,1
14656,FIFA World Cup qualification,2012-10-12,Belarus,Spain,0,4,1
14657,FIFA World Cup qualification,2012-10-12,Bulgaria,Denmark,1,1,1
14658,FIFA World Cup qualification,2012-10-12,Canada,Cuba,3,0,1
14659,FIFA World Cup qualification,2012-10-12,Ecuador,Chile,3,1,1
14660,FIFA World Cup qualification,2012-10-12,El Salvador,Costa Rica,0,1,1
14661,FIFA World Cup qualification,2012-10-12,England,San Marino,5,0,1
14662,Friendly,2012-10-12,France,Japan,0,1,1
14663,FIFA World Cup qualification,2012-10-12,Guyana,Mexico,0,5,0
14664,FIFA World Cup qualification,2012-10-12,Republic of Ireland,Germany,1,6,1
14665,FIFA World Cup qualification,2012-10-12,North Macedonia,Croatia,1,2,1
14666,FIFA World Cup qualification,2012-10-12,Netherlands,Andorra,3,0,1
14667,Friendly,2012-10-12,Poland,South Africa,1,0,1
14668,FIFA World Cup qualification,2012-10-12,Russia,Portugal,1,0,1
14669,FIFA World Cup qualification,2012-10-12,Serbia,Belgium,0,3,1
14670,FIFA World Cup qualification,2012-10-12,Switzerland,Norway,1,1,1
14671,FIFA World Cup qualification,2012-10-12,Wales,Scotland,2,1,1
14672,Friendly,2012-10-14,Saudi Arabia,Congo,3,2,1
14673,FIFA World Cup qualification,2012-10-16,Belgium,Scotland,2,0,1
14674,FIFA World Cup qualification,2012-10-16,Bolivia,Uruguay,4,1,1
14675,FIFA World Cup qualification,2012-10-16,Chile,Argentina,1,2,1
14676,Friendly,2012-10-16,Colombia,Cameroon,3,0,1
14677,FIFA World Cup qualification,2012-10-16,Costa Rica,Guyana,7,0,1
14678,FIFA World Cup qualification,2012-10-16,Croatia,Wales,2,0,1
14679,Friendly,2012-10-16,Egypt,Tunisia,0,1,0
14680,FIFA World Cup qualification,2012-10-16,Germany,Sweden,4,4,1
14681,FIFA World Cup qualification,2012-10-16,Honduras,Canada,8,1,1
14682,FIFA World Cup qualification,2012-10-16,Iceland,Switzerland,0,2,1
14683,FIFA World Cup qualification,2012-10-16,Iran,South Korea,1,0,1
14684,FIFA World Cup qualification,2012-10-16,Iraq,Australia,1,2,0
14685,FIFA World Cup qualification,2012-10-16,Italy,Denmark,3,1,1
14686,Friendly,2012-10-16,Japan,Brazil,0,4,0
14687,FIFA World Cup qualification,2012-10-16,North Macedonia,Serbia,1,0,1
14688,FIFA World Cup qualification,2012-10-16,Mexico,El Salvador,2,0,1
14689,FIFA World Cup qualification,2012-10-16,Portugal,Northern Ireland,1,1,1
14690,FIFA World Cup qualification,2012-10-16,Qatar,Uzbekistan,0,1,1
14691,FIFA World Cup qualification,2012-10-16,Romania,Netherlands,1,4,1
14692,FIFA World Cup qualification,2012-10-16,Spain,France,1,1,1
14693,FIFA World Cup qualification,2012-10-16,United States,Guatemala,3,1,1
14694,FIFA World Cup qualification,2012-10-16,Venezuela,Ecuador,0,0,1
14695,FIFA World Cup qualification,2012-10-17,Poland,England,1,1,1
14696,Friendly,2012-11-06,Iran,Tajikistan,6,1,1
14697,Friendly,2012-11-14,Albania,Cameroon,0,0,0
14698,Friendly,2012-11-14,Bolivia,Costa Rica,1,1,1
14699,Friendly,2012-11-14,Brazil,Colombia,1,1,0
14700,Friendly,2012-11-14,Cape Verde,Ghana,0,1,0
14701,Friendly,2012-11-14,Gabon,Portugal,2,2,1
14702,FIFA World Cup qualification,2012-11-14,Iran,Uzbekistan,0,1,1
14703,Friendly,2012-11-14,Italy,France,1,2,1
14704,Friendly,2012-11-14,South Korea,Australia,1,2,1
14705,Friendly,2012-11-14,Morocco,Togo,0,1,1
14706,Friendly,2012-11-14,Netherlands,Germany,0,0,1
14707,Friendly,2012-11-14,Niger,Senegal,1,1,1
14708,FIFA World Cup qualification,2012-11-14,Oman,Japan,1,2,1
14709,Friendly,2012-11-14,Panama,Spain,1,5,1
14710,Friendly,2012-11-14,Poland,Uruguay,1,3,1
14711,FIFA World Cup qualification,2012-11-14,Qatar,Lebanon,1,0,1
14712,Friendly,2012-11-14,Romania,Belgium,2,1,1
14713,Friendly,2012-11-14,Russia,United States,2,2,1
14714,Friendly,2012-11-14,Saudi Arabia,Argentina,0,0,1
14715,Friendly,2012-11-14,Serbia,Chile,3,1,0
14716,Friendly,2012-11-14,Sweden,England,4,2,1
14717,Friendly,2012-11-14,Tunisia,Switzerland,1,2,1
14718,Friendly,2012-11-14,Turkey,Denmark,1,1,1
14719,Friendly,2012-11-17,Indonesia,Cameroon,0,0,1
14720,Superclasico de las Americas,2012-11-21,Argentina,Brazil,2,1,1
14721,EAFF Championship,2012-12-03,Hong Kong,Australia,0,1,1
14722,EAFF Championship,2012-12-05,North Korea,Australia,1,1,0
14723,EAFF Championship,2012-12-07,Guam,Australia,0,9,0
14724,EAFF Championship,2012-12-09,Australia,Taiwan,8,0,0
14725,WAFF Championship,2012-12-09,Iran,Saudi Arabia,0,0,0
14726,WAFF Championship,2012-12-12,Iran,Bahrain,0,0,0
14727,WAFF Championship,2012-12-12,Yemen,Saudi Arabia,0,1,0
14728,Friendly,2012-12-14,North Macedonia,Poland,1,4,0
14729,WAFF Championship,2012-12-15,Bahrain,Saudi Arabia,1,0,0
14730,WAFF Championship,2012-12-15,Iran,Yemen,2,1,0
14731,Friendly,2012-12-28,Qatar,Egypt,0,2,1
14732,Friendly,2012-12-30,Iraq,Tunisia,1,2,1
14733,Gulf Cup,2013-01-05,Qatar,United Arab Emirates,1,3,0
14734,Gulf Cup,2013-01-06,Saudi Arabia,Iraq,0,2,0
14735,Friendly,2013-01-07,Tunisia,Ethiopia,1,1,0
14736,Gulf Cup,2013-01-08,Qatar,Oman,2,1,0
14737,Friendly,2013-01-08,Zambia,Morocco,0,0,0
14738,Gulf Cup,2013-01-09,Yemen,Saudi Arabia,0,2,0
14739,Friendly,2013-01-10,Gabon,Tunisia,1,1,0
14740,Friendly,2013-01-10,Ghana,Egypt,3,0,0
14741,Gulf Cup,2013-01-11,Bahrain,Qatar,1,0,1
14742,Gulf Cup,2013-01-12,Kuwait,Saudi Arabia,1,0,0
14743,Friendly,2013-01-12,Namibia,Morocco,1,2,0
14744,Friendly,2013-01-13,Ghana,Tunisia,4,2,0
14745,UNCAF Cup,2013-01-18,Costa Rica,Belize,1,0,1
14746,African Cup of Nations,2013-01-19,Angola,Morocco,0,0,0
14747,UNCAF Cup,2013-01-20,Costa Rica,Nicaragua,2,0,1
14748,African Cup of Nations,2013-01-20,Ghana,DR Congo,2,2,0
14749,UNCAF Cup,2013-01-22,Costa Rica,Guatemala,1,1,1
14750,African Cup of Nations,2013-01-22,Tunisia,Algeria,1,0,0
14751,African Cup of Nations,2013-01-23,Morocco,Cape Verde,1,1,0
14752,African Cup of Nations,2013-01-24,Ghana,Mali,1,0,0
14753,UNCAF Cup,2013-01-25,Costa Rica,El Salvador,1,0,1
14754,African Cup of Nations,2013-01-26,Ivory Coast,Tunisia,3,0,0
14755,UNCAF Cup,2013-01-27,Costa Rica,Honduras,1,0,1
14756,African Cup of Nations,2013-01-27,South Africa,Morocco,2,2,1
14757,African Cup of Nations,2013-01-28,Niger,Ghana,0,3,0
14758,Friendly,2013-01-29,United States,Canada,0,0,1
14759,African Cup of Nations,2013-01-30,Togo,Tunisia,1,1,0
14760,Friendly,2013-01-31,Qatar,Lebanon,1,0,1
14761,African Cup of Nations,2013-02-02,Ghana,Cape Verde,2,0,0
14762,Friendly,2013-02-02,Romania,Poland,1,4,0
14763,Friendly,2013-02-06,Belgium,Slovakia,2,1,1
14764,African Cup of Nations,2013-02-06,Burkina Faso,Ghana,1,1,0
14765,Friendly,2013-02-06,Croatia,South Korea,4,0,0
14766,Friendly,2013-02-06,Cyprus,Serbia,1,3,1
14767,Friendly,2013-02-06,England,Brazil,2,1,1
14768,Friendly,2013-02-06,France,Germany,1,2,1
14769,Friendly,2013-02-06,Greece,Switzerland,0,0,1
14770,FIFA World Cup qualification,2013-02-06,Honduras,United States,2,1,1
14771,AFC Asian Cup qualification,2013-02-06,Iran,Lebanon,5,0,1
14772,Friendly,2013-02-06,Republic of Ireland,Poland,2,0,1
14773,Friendly,2013-02-06,Japan,Latvia,3,0,1
14774,Friendly,2013-02-06,North Macedonia,Denmark,3,0,1
14775,FIFA World Cup qualification,2013-02-06,Mexico,Jamaica,0,0,1
14776,Friendly,2013-02-06,Netherlands,Italy,1,1,1
14777,FIFA World Cup qualification,2013-02-06,Panama,Costa Rica,2,2,1
14778,Friendly,2013-02-06,Portugal,Ecuador,2,3,1
14779,AFC Asian Cup qualification,2013-02-06,Qatar,Malaysia,2,0,1
14780,Friendly,2013-02-06,Romania,Australia,3,2,0
14781,AFC Asian Cup qualification,2013-02-06,Saudi Arabia,China PR,2,1,1
14782,Friendly,2013-02-06,Spain,Uruguay,3,1,0
14783,Friendly,2013-02-06,Sweden,Argentina,2,3,1
14784,Friendly,2013-02-06,Tanzania,Cameroon,1,0,1
14785,Friendly,2013-02-06,Wales,Austria,2,1,1
14786,African Cup of Nations,2013-02-09,Mali,Ghana,3,1,0
14787,Friendly,2013-03-07,Qatar,Egypt,3,1,1
14788,Friendly,2013-03-16,Senegal,Libya,0,4,0
14789,Friendly,2013-03-17,Malaysia,Saudi Arabia,1,4,1
14790,Friendly,2013-03-17,Qatar,Thailand,1,0,1
14791,Friendly,2013-03-21,Ecuador,El Salvador,5,0,1
14792,Friendly,2013-03-21,Italy,Brazil,2,2,0
14793,FIFA World Cup qualification,2013-03-22,Argentina,Venezuela,3,0,1
14794,AFC Asian Cup qualification,2013-03-22,Bahrain,Qatar,1,0,1
14795,FIFA World Cup qualification,2013-03-22,Croatia,Serbia,2,0,1
14796,FIFA World Cup qualification,2013-03-22,Czech Republic,Denmark,0,3,1
14797,FIFA World Cup qualification,2013-03-22,France,Georgia,3,1,1
14798,FIFA World Cup qualification,2013-03-22,Honduras,Mexico,2,2,1
14799,FIFA World Cup qualification,2013-03-22,Israel,Portugal,3,3,1
14800,Friendly,2013-03-22,Japan,Canada,2,1,0
14801,FIFA World Cup qualification,2013-03-22,Kazakhstan,Germany,0,3,1
14802,FIFA World Cup qualification,2013-03-22,North Macedonia,Belgium,0,2,1
14803,FIFA World Cup qualification,2013-03-22,Netherlands,Estonia,3,0,1
14804,FIFA World Cup qualification,2013-03-22,Poland,Ukraine,1,3,1
14805,FIFA World Cup qualification,2013-03-22,San Marino,England,0,8,1
14806,FIFA World Cup qualification,2013-03-22,Scotland,Wales,1,2,1
14807,FIFA World Cup qualification,2013-03-22,Spain,Finland,1,1,1
14808,FIFA World Cup qualification,2013-03-22,Uruguay,Paraguay,1,1,1
14809,FIFA World Cup qualification,2013-03-22,United States,Costa Rica,1,0,1
14810,FIFA World Cup qualification,2013-03-23,Cameroon,Togo,2,1,1
14811,FIFA World Cup qualification,2013-03-23,Cyprus,Switzerland,0,0,1
14812,AFC Asian Cup qualification,2013-03-23,Indonesia,Saudi Arabia,1,2,1
14813,FIFA World Cup qualification,2013-03-23,Senegal,Angola,1,1,0
14814,FIFA World Cup qualification,2013-03-23,Tunisia,Sierra Leone,2,1,1
14815,FIFA World Cup qualification,2013-03-24,Ghana,Sudan,4,0,1
14816,FIFA World Cup qualification,2013-03-24,Tanzania,Morocco,3,1,1
14817,Friendly,2013-03-25,Canada,Belarus,0,2,0
14818,Friendly,2013-03-25,Russia,Brazil,1,1,0
14819,FIFA World Cup qualification,2013-03-26,Australia,Oman,2,2,1
14820,FIFA World Cup qualification,2013-03-26,Azerbaijan,Portugal,0,2,1
14821,FIFA World Cup qualification,2013-03-26,Belgium,North Macedonia,1,0,1
14822,FIFA World Cup qualification,2013-03-26,Bolivia,Argentina,1,1,1
14823,FIFA World Cup qualification,2013-03-26,Chile,Uruguay,2,0,1
14824,FIFA World Cup qualification,2013-03-26,Costa Rica,Jamaica,2,0,1
14825,FIFA World Cup qualification,2013-03-26,Denmark,Bulgaria,1,1,1
14826,FIFA World Cup qualification,2013-03-26,Ecuador,Paraguay,4,1,1
14827,FIFA World Cup qualification,2013-03-26,France,Spain,0,1,1
14828,FIFA World Cup qualification,2013-03-26,Germany,Kazakhstan,4,1,1
14829,FIFA World Cup qualification,2013-03-26,Jordan,Japan,2,1,1
14830,FIFA World Cup qualification,2013-03-26,South Korea,Qatar,2,1,1
14831,AFC Asian Cup qualification,2013-03-26,Kuwait,Iran,1,1,1
14832,FIFA World Cup qualification,2013-03-26,Mexico,United States,0,0,1
14833,FIFA World Cup qualification,2013-03-26,Montenegro,England,1,1,1
14834,FIFA World Cup qualification,2013-03-26,Netherlands,Romania,4,0,1
14835,FIFA World Cup qualification,2013-03-26,Poland,San Marino,5,0,1
14836,FIFA World Cup qualification,2013-03-26,Serbia,Scotland,2,0,1
14837,FIFA World Cup qualification,2013-03-26,Wales,Croatia,1,2,1
14838,Friendly,2013-04-06,Bolivia,Brazil,0,4,1
14839,Friendly,2013-04-17,Mexico,Peru,0,0,0
14840,Friendly,2013-04-17,Qatar,Palestine,2,0,1
14841,Friendly,2013-04-24,Brazil,Chile,2,2,1
14842,Friendly,2013-05-22,Oman,Iran,3,1,1
14843,Friendly,2013-05-24,Qatar,Latvia,3,1,1
14844,Friendly,2013-05-28,Canada,Costa Rica,0,1,1
14845,Friendly,2013-05-29,Ecuador,Germany,2,4,0
14846,Friendly,2013-05-29,England,Republic of Ireland,1,1,1
14847,Friendly,2013-05-29,Qatar,Azerbaijan,1,1,1
14848,Friendly,2013-05-29,United States,Belgium,2,4,1
14849,Kirin Challenge Cup,2013-05-30,Japan,Bulgaria,0,2,1
14850,Friendly,2013-05-31,Mexico,Nigeria,2,2,0
14851,Friendly,2013-06-02,Brazil,England,2,2,1
14852,Friendly,2013-06-02,Ukraine,Cameroon,0,0,1
14853,Friendly,2013-06-02,United States,Germany,4,3,1
14854,FIFA World Cup qualification,2013-06-04,Jamaica,Mexico,0,1,1
14855,FIFA World Cup qualification,2013-06-04,Japan,Australia,1,1,1
14856,FIFA World Cup qualification,2013-06-04,Lebanon,South Korea,1,1,1
14857,Friendly,2013-06-04,Poland,Liechtenstein,2,0,1
14858,FIFA World Cup qualification,2013-06-04,Qatar,Iran,0,1,1
14859,Friendly,2013-06-05,Denmark,Georgia,2,1,1
14860,Friendly,2013-06-05,Uruguay,France,1,0,1
14861,FIFA World Cup qualification,2013-06-07,Argentina,Colombia,0,0,1
